"seqnames","start","end","width","strand","Conc","Conc_group1","Conc_group2","Fold","p.value","FDR","PeakID"
"chr16",56674867,56677087,2221,"*",5.81,6.65,3.56,3.1,5.9e-12,1.08e-10,"chr16_56674867_56677087"
"chr8",42620831,42621691,861,"*",5.66,6.5,3.36,3.14,5.9e-12,1.08e-10,"chr8_42620831_42621691"
"chr14",73237173,73238418,1246,"*",6.8,7.45,5.62,1.82,5.91e-12,1.08e-10,"chr14_73237173_73238418"
"chr6",56794438,56795009,572,"*",5.32,6.25,2.01,4.24,5.91e-12,1.08e-10,"chr6_56794438_56795009"
"chr9",7320184,7320637,454,"*",5.99,4.21,6.76,-2.55,5.91e-12,1.08e-10,"chr9_7320184_7320637"
"chr3",51397361,51397778,418,"*",5.46,6.35,2.74,3.61,5.92e-12,1.08e-10,"chr3_51397361_51397778"
"chr1",20696273,20697434,1162,"*",8.7,8.17,9.09,-0.92,5.92e-12,1.08e-10,"chr1_20696273_20697434"
"chr17",57481755,57482444,690,"*",6.05,-0.23,7.04,-7.27,5.93e-12,1.09e-10,"chr17_57481755_57482444"
"chr14",87186211,87187221,1011,"*",5.35,6.3,1.4,4.9,5.93e-12,1.09e-10,"chr14_87186211_87187221"
"chr5",135193835,135194440,606,"*",5.38,2.57,6.27,-3.7,5.93e-12,1.09e-10,"chr5_135193835_135194440"
"chr16",56806836,56808012,1177,"*",5.85,3.83,6.66,-2.83,5.94e-12,1.09e-10,"chr16_56806836_56808012"
"chr2",219543020,219544616,1597,"*",9.42,8.96,9.77,-0.8,5.95e-12,1.09e-10,"chr2_219543020_219544616"
"chr22",31269738,31270570,833,"*",6.73,7.41,5.42,1.99,5.96e-12,1.09e-10,"chr22_31269738_31270570"
"chr2",3512175,3512856,682,"*",5.31,6.26,1.4,4.86,5.96e-12,1.09e-10,"chr2_3512175_3512856"
"chr20",25356241,25357291,1051,"*",5.43,6.32,2.63,3.7,5.97e-12,1.09e-10,"chr20_25356241_25357291"
"chr20",24121888,24122398,511,"*",5.28,1.56,6.22,-4.66,5.97e-12,1.09e-10,"chr20_24121888_24122398"
"chr11",615004,616346,1343,"*",8.55,8.95,7.98,0.97,5.99e-12,1.1e-10,"chr11_615004_616346"
"chr3",180743823,180744630,808,"*",5.85,6.65,3.85,2.8,6e-12,1.1e-10,"chr3_180743823_180744630"
"chr1",187501925,187502624,700,"*",5.34,2.39,6.24,-3.85,6.02e-12,1.1e-10,"chr1_187501925_187502624"
"chr17",35710937,35711619,683,"*",5.64,6.49,3.28,3.2,6.02e-12,1.1e-10,"chr17_35710937_35711619"
"chr6",75493457,75494464,1008,"*",6.4,4.95,7.11,-2.16,6.03e-12,1.1e-10,"chr6_75493457_75494464"
"chr2",196459360,196459994,635,"*",5.87,3.94,6.67,-2.73,6.03e-12,1.1e-10,"chr2_196459360_196459994"
"chrX",9205681,9206802,1122,"*",5.39,6.29,2.41,3.88,6.06e-12,1.11e-10,"chrX_9205681_9206802"
"chr17",48718570,48720604,2035,"*",7.57,8.12,6.69,1.44,6.06e-12,1.11e-10,"chr17_48718570_48720604"
"chr20",51871759,51872441,683,"*",5.84,3.69,6.67,-2.98,6.07e-12,1.11e-10,"chr20_51871759_51872441"
"chr4",55256544,55257286,743,"*",6.79,5.49,7.47,-1.97,6.07e-12,1.11e-10,"chr4_55256544_55257286"
"chr10",26516168,26518004,1837,"*",6.53,7.22,5.15,2.07,6.08e-12,1.11e-10,"chr10_26516168_26518004"
"chr6",41939160,41942188,3029,"*",9.2,9.54,8.75,0.79,6.1e-12,1.12e-10,"chr6_41939160_41942188"
"chr12",12810258,12811032,775,"*",5.29,1.51,6.24,-4.73,6.1e-12,1.12e-10,"chr12_12810258_12811032"
"chr16",17866527,17867383,857,"*",5.27,1.17,6.23,-5.06,6.12e-12,1.12e-10,"chr16_17866527_17867383"
"chr3",108020835,108022079,1245,"*",5.55,6.43,2.85,3.58,6.13e-12,1.12e-10,"chr3_108020835_108022079"
"chr8",8429147,8430123,977,"*",5.36,2.32,6.27,-3.95,6.15e-12,1.12e-10,"chr8_8429147_8430123"
"chr1",165606543,165607054,512,"*",5.26,1.17,6.21,-5.04,6.16e-12,1.13e-10,"chr1_165606543_165607054"
"chr11",118155840,118157398,1559,"*",6.74,7.39,5.49,1.9,6.17e-12,1.13e-10,"chr11_118155840_118157398"
"chr5",68683613,68684163,551,"*",6.05,-0.23,7.04,-7.27,6.17e-12,1.13e-10,"chr5_68683613_68684163"
"chr17",11908412,11909661,1250,"*",6.82,5.67,7.45,-1.78,6.18e-12,1.13e-10,"chr17_11908412_11909661"
"chr5",113940015,113940954,940,"*",5.49,6.36,2.9,3.46,6.19e-12,1.13e-10,"chr5_113940015_113940954"
"chr6",37169052,37171241,2190,"*",9.72,9.32,10.03,-0.72,6.21e-12,1.13e-10,"chr6_37169052_37171241"
"chr21",42668817,42669613,797,"*",6.02,6.8,4.19,2.6,6.25e-12,1.14e-10,"chr21_42668817_42669613"
"chr1",203151946,203154175,2230,"*",7.17,7.77,6.13,1.63,6.25e-12,1.14e-10,"chr1_203151946_203154175"
"chr1",224839495,224840805,1311,"*",5.32,6.26,1.58,4.69,6.27e-12,1.14e-10,"chr1_224839495_224840805"
"chr6",107115515,107117184,1670,"*",8.18,8.63,7.52,1.11,6.27e-12,1.14e-10,"chr6_107115515_107117184"
"chr6",49556578,49557926,1349,"*",5.66,6.5,3.41,3.09,6.28e-12,1.15e-10,"chr6_49556578_49557926"
"chr16",87143432,87144357,926,"*",5.6,6.46,3.16,3.3,6.3e-12,1.15e-10,"chr16_87143432_87144357"
"chr2",100182457,100183293,837,"*",6.14,6.9,4.44,2.46,6.32e-12,1.15e-10,"chr2_100182457_100183293"
"chr3",168094775,168096638,1864,"*",9.87,9.51,10.15,-0.64,6.34e-12,1.16e-10,"chr3_168094775_168096638"
"chr10",92305147,92306332,1186,"*",5.36,6.27,2.26,4.01,6.35e-12,1.16e-10,"chr10_92305147_92306332"
"chr22",21657144,21658670,1527,"*",8.52,8.94,7.93,1,6.36e-12,1.16e-10,"chr22_21657144_21658670"
"chr16",56657393,56658747,1355,"*",7.4,7.99,6.38,1.6,6.37e-12,1.16e-10,"chr16_56657393_56658747"
"chr3",64916589,64917502,914,"*",5.61,6.48,3.16,3.32,6.37e-12,1.16e-10,"chr3_64916589_64917502"
"chr12",124233299,124234182,884,"*",5.59,3.26,6.44,-3.18,6.38e-12,1.16e-10,"chr12_124233299_124234182"
"chr4",11152700,11153588,889,"*",5.26,1.38,6.21,-4.83,6.39e-12,1.16e-10,"chr4_11152700_11153588"
"chr5",175573753,175574416,664,"*",5.43,6.4,0.85,5.55,6.39e-12,1.16e-10,"chr5_175573753_175574416"
"chr11",131513287,131514045,759,"*",6.05,-0.23,7.04,-7.28,6.39e-12,1.16e-10,"chr11_131513287_131514045"
"chr5",38323874,38324467,594,"*",5.48,2.56,6.39,-3.82,6.39e-12,1.17e-10,"chr5_38323874_38324467"
"chr1",26284934,26286132,1199,"*",7.42,7.96,6.53,1.43,6.43e-12,1.17e-10,"chr1_26284934_26286132"
"chr2",207970103,207971140,1038,"*",5.86,6.66,3.91,2.75,6.43e-12,1.17e-10,"chr2_207970103_207971140"
"chr15",81303642,81304571,930,"*",5.94,6.73,4.05,2.68,6.44e-12,1.17e-10,"chr15_81303642_81304571"
"chr8",130530657,130531394,738,"*",5.4,0.63,6.37,-5.74,6.45e-12,1.17e-10,"chr8_130530657_130531394"
"chr2",218269641,218270860,1220,"*",9.65,9.28,9.95,-0.67,6.45e-12,1.17e-10,"chr2_218269641_218270860"
"chr13",105979300,105980109,810,"*",5.86,3.85,6.66,-2.81,6.47e-12,1.18e-10,"chr13_105979300_105980109"
"chr20",56897343,56898226,884,"*",5.56,6.42,3.15,3.28,6.48e-12,1.18e-10,"chr20_56897343_56898226"
"chr1",177259045,177259622,578,"*",6.04,-0.23,7.03,-7.26,6.49e-12,1.18e-10,"chr1_177259045_177259622"
"chr12",110742092,110744155,2064,"*",8.32,7.7,8.75,-1.05,6.49e-12,1.18e-10,"chr12_110742092_110744155"
"chr14",74500621,74502485,1865,"*",7.94,8.42,7.22,1.2,6.49e-12,1.18e-10,"chr14_74500621_74502485"
"chr2",74095748,74096368,621,"*",5.39,0.89,6.36,-5.47,6.49e-12,1.18e-10,"chr2_74095748_74096368"
"chr3",184658420,184660463,2044,"*",7.4,7.96,6.49,1.46,6.52e-12,1.19e-10,"chr3_184658420_184660463"
"chr11",2390296,2391344,1049,"*",7.29,7.91,6.2,1.71,6.53e-12,1.19e-10,"chr11_2390296_2391344"
"chr1",229433693,229435272,1580,"*",7.01,7.62,5.93,1.69,6.54e-12,1.19e-10,"chr1_229433693_229435272"
"chr2",167331455,167332591,1137,"*",7.06,7.69,5.91,1.78,6.55e-12,1.19e-10,"chr2_167331455_167332591"
"chr3",46888110,46888596,487,"*",5.43,6.4,0.85,5.55,6.56e-12,1.19e-10,"chr3_46888110_46888596"
"chr1",1419658,1420912,1255,"*",5.93,6.71,4.06,2.65,6.57e-12,1.19e-10,"chr1_1419658_1420912"
"chr4",6182503,6183113,611,"*",5.43,6.33,2.61,3.72,6.57e-12,1.19e-10,"chr4_6182503_6183113"
"chr4",28799464,28800462,999,"*",5.25,1.7,6.19,-4.49,6.57e-12,1.2e-10,"chr4_28799464_28800462"
"chr17",3981241,3982267,1027,"*",5.65,6.5,3.27,3.24,6.57e-12,1.2e-10,"chr17_3981241_3982267"
"chr16",11635846,11636936,1091,"*",6.46,7.17,4.99,2.18,6.58e-12,1.2e-10,"chr16_11635846_11636936"
"chr2",74822445,74823744,1300,"*",6.55,7.24,5.2,2.04,6.58e-12,1.2e-10,"chr2_74822445_74823744"
"chr21",32463884,32464683,800,"*",5.38,0.63,6.35,-5.72,6.58e-12,1.2e-10,"chr21_32463884_32464683"
"chr8",14488257,14488817,561,"*",5.35,6.27,2.17,4.1,6.59e-12,1.2e-10,"chr8_14488257_14488817"
"chr19",50418366,50420019,1654,"*",6.5,7.2,5.09,2.1,6.6e-12,1.2e-10,"chr19_50418366_50420019"
"chr21",44092015,44092727,713,"*",5.43,2.67,6.32,-3.65,6.6e-12,1.2e-10,"chr21_44092015_44092727"
"chr4",98779379,98780662,1284,"*",7.98,4.41,8.91,-4.5,6.61e-12,1.2e-10,"chr4_98779379_98780662"
"chr17",57948390,57949442,1053,"*",7.73,6.93,8.24,-1.32,6.61e-12,1.2e-10,"chr17_57948390_57949442"
"chr1",164772599,164773351,753,"*",6.39,4.97,7.1,-2.13,6.62e-12,1.2e-10,"chr1_164772599_164773351"
"chr5",130817745,130818793,1049,"*",5.3,6.24,1.8,4.44,6.63e-12,1.2e-10,"chr5_130817745_130818793"
"chr15",96264466,96265433,968,"*",5.69,3.31,6.54,-3.23,6.63e-12,1.2e-10,"chr15_96264466_96265433"
"chr7",138877813,138878417,605,"*",5.29,2.15,6.2,-4.05,6.64e-12,1.21e-10,"chr7_138877813_138878417"
"chr11",118615159,118616468,1310,"*",7.56,8.12,6.65,1.46,6.65e-12,1.21e-10,"chr11_118615159_118616468"
"chr7",149764505,149766550,2046,"*",7.26,7.89,6.11,1.78,6.65e-12,1.21e-10,"chr7_149764505_149766550"
"chr11",115488621,115489590,970,"*",5.37,0.63,6.34,-5.71,6.65e-12,1.21e-10,"chr11_115488621_115489590"
"chr14",91732599,91733443,845,"*",5.49,3,6.35,-3.35,6.66e-12,1.21e-10,"chr14_91732599_91733443"
"chr14",88364610,88365409,800,"*",5.32,6.24,2.14,4.1,6.66e-12,1.21e-10,"chr14_88364610_88365409"
"chr10",2201584,2202739,1156,"*",5.93,6.76,3.78,2.98,6.67e-12,1.21e-10,"chr10_2201584_2202739"
"chr10",112261247,112261811,565,"*",5.29,2.09,6.21,-4.12,6.67e-12,1.21e-10,"chr10_112261247_112261811"
"chr14",50829750,50832062,2313,"*",8.84,9.23,8.31,0.92,6.68e-12,1.21e-10,"chr14_50829750_50832062"
"chr12",70043681,70044664,984,"*",5.76,3.68,6.58,-2.9,6.68e-12,1.21e-10,"chr12_70043681_70044664"
"chr12",65120964,65121969,1006,"*",6.96,7.57,5.85,1.72,6.71e-12,1.22e-10,"chr12_65120964_65121969"
"chr1",206687803,206688457,655,"*",6.94,7.82,4.3,3.52,6.71e-12,1.22e-10,"chr1_206687803_206688457"
"chr11",69463251,69464220,970,"*",6.47,5.09,7.17,-2.08,6.73e-12,1.22e-10,"chr11_69463251_69464220"
"chr8",119425753,119426765,1013,"*",5.36,6.29,1.87,4.43,6.74e-12,1.22e-10,"chr8_119425753_119426765"
"chr1",243818929,243819939,1011,"*",5.5,6.37,2.92,3.45,6.74e-12,1.22e-10,"chr1_243818929_243819939"
"chr11",74278645,74279410,766,"*",5.37,2.57,6.26,-3.69,6.77e-12,1.23e-10,"chr11_74278645_74279410"
"chr6",27505470,27506144,675,"*",6.39,7.11,4.91,2.19,6.79e-12,1.23e-10,"chr6_27505470_27506144"
"chr3",25234848,25235882,1035,"*",5.35,2.02,6.27,-4.26,6.8e-12,1.23e-10,"chr3_25234848_25235882"
"chr19",36008354,36009830,1477,"*",6.64,7.31,5.32,1.99,6.81e-12,1.23e-10,"chr19_36008354_36009830"
"chr7",3244331,3244949,619,"*",6.51,5.15,7.19,-2.05,6.82e-12,1.24e-10,"chr7_3244331_3244949"
"chr5",112694934,112695717,784,"*",5.37,2.57,6.26,-3.69,6.85e-12,1.24e-10,"chr5_112694934_112695717"
"chr3",104190607,104191161,555,"*",5.83,3.73,6.65,-2.92,6.85e-12,1.24e-10,"chr3_104190607_104191161"
"chrX",28625008,28625681,674,"*",5.49,6.4,2.47,3.93,6.86e-12,1.24e-10,"chrX_28625008_28625681"
"chr21",15121414,15122520,1107,"*",6.44,7.17,4.88,2.29,6.87e-12,1.24e-10,"chr21_15121414_15122520"
"chr6",86499773,86500454,682,"*",5.36,0.89,6.33,-5.44,6.87e-12,1.24e-10,"chr6_86499773_86500454"
"chr2",158142768,158143384,617,"*",5.5,2.89,6.37,-3.48,6.87e-12,1.25e-10,"chr2_158142768_158143384"
"chr1",21607564,21608423,860,"*",7.97,8.45,7.25,1.2,6.9e-12,1.25e-10,"chr1_21607564_21608423"
"chr1",1173264,1174521,1258,"*",6.57,7.25,5.21,2.04,6.9e-12,1.25e-10,"chr1_1173264_1174521"
"chr12",24755018,24755525,508,"*",5.25,1.17,6.21,-5.04,6.91e-12,1.25e-10,"chr12_24755018_24755525"
"chr18",2175737,2176334,598,"*",5.39,0.63,6.37,-5.73,6.91e-12,1.25e-10,"chr18_2175737_2176334"
"chr2",117127689,117128948,1260,"*",7.29,2.6,8.26,-5.67,6.92e-12,1.25e-10,"chr2_117127689_117128948"
"chr7",188727,189515,789,"*",5.86,6.66,3.87,2.79,6.92e-12,1.25e-10,"chr7_188727_189515"
"chr10",70265015,70265636,622,"*",5.98,6.75,4.17,2.58,6.93e-12,1.25e-10,"chr10_70265015_70265636"
"chr5",24850448,24851401,954,"*",5.29,6.23,1.84,4.39,6.97e-12,1.26e-10,"chr5_24850448_24851401"
"chr12",117539659,117540542,884,"*",5.3,6.23,1.96,4.27,6.99e-12,1.27e-10,"chr12_117539659_117540542"
"chr21",44263143,44264069,927,"*",6.2,6.94,4.59,2.35,7e-12,1.27e-10,"chr21_44263143_44264069"
"chr2",205695870,205697774,1905,"*",6.9,5.62,7.57,-1.96,7.02e-12,1.27e-10,"chr2_205695870_205697774"
"chr5",132389483,132390287,805,"*",7.07,6.05,7.66,-1.62,7.03e-12,1.27e-10,"chr5_132389483_132390287"
"chr2",69914172,69915852,1681,"*",10.37,10.07,10.61,-0.54,7.07e-12,1.28e-10,"chr2_69914172_69915852"
"chr5",124655974,124656432,459,"*",5.68,3.5,6.51,-3.01,7.08e-12,1.28e-10,"chr5_124655974_124656432"
"chr14",22791259,22791778,520,"*",5.29,1.72,6.23,-4.5,7.08e-12,1.28e-10,"chr14_22791259_22791778"
"chr9",128067053,128068706,1654,"*",9.79,9.35,10.13,-0.78,7.09e-12,1.28e-10,"chr9_128067053_128068706"
"chr10",124626875,124627997,1123,"*",5.97,6.77,4.05,2.72,7.09e-12,1.28e-10,"chr10_124626875_124627997"
"chr1",62318156,62319669,1514,"*",6.88,7.52,5.71,1.8,7.11e-12,1.29e-10,"chr1_62318156_62319669"
"chr17",48520625,48521303,679,"*",5.59,6.45,3.13,3.32,7.12e-12,1.29e-10,"chr17_48520625_48521303"
"chr8",88715564,88716121,558,"*",5.36,0.63,6.33,-5.7,7.15e-12,1.29e-10,"chr8_88715564_88716121"
"chr7",21674963,21675981,1019,"*",5.49,3,6.35,-3.35,7.16e-12,1.29e-10,"chr7_21674963_21675981"
"chr7",123594574,123595470,897,"*",6.98,7.65,5.73,1.92,7.17e-12,1.29e-10,"chr7_123594574_123595470"
"chr15",44426614,44428090,1477,"*",9.62,9.23,9.93,-0.7,7.17e-12,1.3e-10,"chr15_44426614_44428090"
"chr7",77877710,77878646,937,"*",5.35,2.39,6.25,-3.86,7.19e-12,1.3e-10,"chr7_77877710_77878646"
"chr4",44342351,44343231,881,"*",5.32,1.17,6.27,-5.1,7.19e-12,1.3e-10,"chr4_44342351_44343231"
"chr9",130118815,130119543,729,"*",5.89,6.7,3.81,2.89,7.19e-12,1.3e-10,"chr9_130118815_130119543"
"chr13",82597786,82598362,577,"*",5.39,6.29,2.37,3.93,7.2e-12,1.3e-10,"chr13_82597786_82598362"
"chr2",137261953,137263150,1198,"*",5.42,6.39,0.85,5.54,7.2e-12,1.3e-10,"chr2_137261953_137263150"
"chr18",78867972,78868652,681,"*",5.54,0.43,6.52,-6.09,7.22e-12,1.3e-10,"chr18_78867972_78868652"
"chr5",75623722,75624515,794,"*",5.34,2,6.26,-4.26,7.23e-12,1.31e-10,"chr5_75623722_75624515"
"chr15",42316222,42316884,663,"*",6.06,4.18,6.85,-2.67,7.28e-12,1.31e-10,"chr15_42316222_42316884"
"chr8",130640084,130641329,1246,"*",5.4,2.67,6.29,-3.63,7.3e-12,1.32e-10,"chr8_130640084_130641329"
"chr1",32393973,32395308,1336,"*",9.49,9.09,9.8,-0.71,7.3e-12,1.32e-10,"chr1_32393973_32395308"
"chr6",158464258,158465119,862,"*",6.1,7.09,-0.18,7.27,7.33e-12,1.32e-10,"chr6_158464258_158465119"
"chr13",25977070,25977889,820,"*",5.64,6.5,3.23,3.27,7.33e-12,1.32e-10,"chr13_25977070_25977889"
"chr6",93079071,93079667,597,"*",5.32,6.24,2.11,4.13,7.33e-12,1.32e-10,"chr6_93079071_93079667"
"chr2",6393887,6394650,764,"*",5.23,1.7,6.16,-4.46,7.35e-12,1.33e-10,"chr2_6393887_6394650"
"chr1",156181449,156182320,872,"*",6.66,7.33,5.38,1.95,7.35e-12,1.33e-10,"chr1_156181449_156182320"
"chr4",152808604,152809187,584,"*",5.4,6.35,1.45,4.9,7.36e-12,1.33e-10,"chr4_152808604_152809187"
"chr9",125406200,125406918,719,"*",6.18,4.56,6.93,-2.37,7.39e-12,1.33e-10,"chr9_125406200_125406918"
"chrX",63580973,63582142,1170,"*",5.34,6.27,1.87,4.4,7.4e-12,1.33e-10,"chrX_63580973_63582142"
"chr1",39275952,39276604,653,"*",5.9,4.05,6.69,-2.64,7.43e-12,1.34e-10,"chr1_39275952_39276604"
"chr17",8154056,8154616,561,"*",7.79,6.97,8.31,-1.34,7.44e-12,1.34e-10,"chr17_8154056_8154616"
"chr8",110060182,110061757,1576,"*",7.17,7.78,6.11,1.67,7.44e-12,1.34e-10,"chr8_110060182_110061757"
"chr18",56323468,56324069,602,"*",5.57,6.43,3.12,3.31,7.45e-12,1.34e-10,"chr18_56323468_56324069"
"chr1",27489460,27490762,1303,"*",8.96,8.47,9.32,-0.85,7.45e-12,1.34e-10,"chr1_27489460_27490762"
"chr11",21038499,21039285,787,"*",5.79,3.65,6.62,-2.97,7.49e-12,1.35e-10,"chr11_21038499_21039285"
"chr7",73715516,73716321,806,"*",6.17,4.5,6.92,-2.42,7.49e-12,1.35e-10,"chr7_73715516_73716321"
"chr1",48024826,48025482,657,"*",6.01,6.8,4.12,2.69,7.51e-12,1.35e-10,"chr1_48024826_48025482"
"chr16",68762963,68764177,1215,"*",5.81,6.64,3.64,3,7.52e-12,1.36e-10,"chr16_68762963_68764177"
"chr19",46784477,46785142,666,"*",7.38,6.42,7.95,-1.53,7.53e-12,1.36e-10,"chr19_46784477_46785142"
"chr16",14109867,14110871,1005,"*",5.91,3.82,6.73,-2.91,7.53e-12,1.36e-10,"chr16_14109867_14110871"
"chr5",71880371,71881224,854,"*",5.45,2.88,6.32,-3.44,7.53e-12,1.36e-10,"chr5_71880371_71881224"
"chr5",176396247,176396837,591,"*",5.95,3.92,6.76,-2.84,7.53e-12,1.36e-10,"chr5_176396247_176396837"
"chr12",7637839,7639166,1328,"*",7.58,8.11,6.72,1.39,7.53e-12,1.36e-10,"chr12_7637839_7639166"
"chr13",84654723,84655340,618,"*",5.61,6.59,0.43,6.16,7.56e-12,1.36e-10,"chr13_84654723_84655340"
"chr6",2857925,2859072,1148,"*",6.12,4.47,6.87,-2.4,7.56e-12,1.36e-10,"chr6_2857925_2859072"
"chr4",1345996,1347815,1820,"*",10.01,9.61,10.32,-0.71,7.57e-12,1.36e-10,"chr4_1345996_1347815"
"chr13",27427107,27427518,412,"*",5.33,1.14,6.29,-5.15,7.58e-12,1.36e-10,"chr13_27427107_27427518"
"chr19",49906257,49907590,1334,"*",5.31,6.23,2.14,4.09,7.58e-12,1.36e-10,"chr19_49906257_49907590"
"chr17",57338425,57339053,629,"*",5.33,6.24,2.27,3.97,7.59e-12,1.36e-10,"chr17_57338425_57339053"
"chr22",43890992,43892537,1546,"*",6.64,7.32,5.34,1.97,7.6e-12,1.37e-10,"chr22_43890992_43892537"
"chr3",2847251,2847885,635,"*",5.3,1.87,6.23,-4.36,7.61e-12,1.37e-10,"chr3_2847251_2847885"
"chr22",27726565,27727613,1049,"*",6.72,7.38,5.48,1.9,7.65e-12,1.38e-10,"chr22_27726565_27727613"
"chr1",34918412,34919650,1239,"*",6.11,6.87,4.46,2.41,7.69e-12,1.38e-10,"chr1_34918412_34919650"
"chr11",66413999,66414665,667,"*",5.55,6.41,3.06,3.36,7.69e-12,1.38e-10,"chr11_66413999_66414665"
"chr9",32244048,32244783,736,"*",5.23,1.61,6.17,-4.56,7.71e-12,1.39e-10,"chr9_32244048_32244783"
"chr12",4440550,4442367,1818,"*",7.65,8.16,6.84,1.31,7.71e-12,1.39e-10,"chr12_4440550_4442367"
"chr5",155620546,155621550,1005,"*",5.57,6.44,3.03,3.41,7.73e-12,1.39e-10,"chr5_155620546_155621550"
"chr1",44807086,44809208,2123,"*",9.54,9.13,9.86,-0.73,7.74e-12,1.39e-10,"chr1_44807086_44809208"
"chr19",49118579,49120429,1851,"*",8.97,8.49,9.33,-0.84,7.76e-12,1.39e-10,"chr19_49118579_49120429"
"chr8",1658002,1658583,582,"*",5.68,6.54,3.24,3.3,7.77e-12,1.4e-10,"chr8_1658002_1658583"
"chr11",67990532,67992173,1642,"*",6.17,6.92,4.5,2.42,7.79e-12,1.4e-10,"chr11_67990532_67992173"
"chr14",64845727,64846546,820,"*",6.19,4.62,6.92,-2.3,7.8e-12,1.4e-10,"chr14_64845727_64846546"
"chr4",72146012,72146659,648,"*",5.41,2.72,6.3,-3.58,7.82e-12,1.41e-10,"chr4_72146012_72146659"
"chr13",94710728,94713892,3165,"*",8.36,8.81,7.72,1.09,7.83e-12,1.41e-10,"chr13_94710728_94713892"
"chr8",23402701,23405134,2434,"*",8.8,9.18,8.28,0.9,7.84e-12,1.41e-10,"chr8_23402701_23405134"
"chr19",45478048,45479249,1202,"*",8.53,7.96,8.93,-0.97,7.86e-12,1.41e-10,"chr19_45478048_45479249"
"chr6",168062763,168063357,595,"*",5.31,1.23,6.27,-5.04,7.86e-12,1.41e-10,"chr6_168062763_168063357"
"chr11",789619,791429,1811,"*",7.84,8.34,7.07,1.26,7.87e-12,1.41e-10,"chr11_789619_791429"
"chr10",71395781,71398431,2651,"*",8,8.51,7.22,1.29,7.91e-12,1.42e-10,"chr10_71395781_71398431"
"chr2",231394640,231396501,1862,"*",6.86,7.55,5.51,2.03,7.91e-12,1.42e-10,"chr2_231394640_231396501"
"chr4",121711424,121712272,849,"*",8.26,8.71,7.61,1.1,7.92e-12,1.42e-10,"chr4_121711424_121712272"
"chr20",34010154,34011675,1522,"*",5.97,6.76,4.13,2.62,7.93e-12,1.42e-10,"chr20_34010154_34011675"
"chr2",44945865,44946371,507,"*",5.57,6.42,3.14,3.28,7.94e-12,1.43e-10,"chr2_44945865_44946371"
"chr4",150784318,150785199,882,"*",5.3,6.23,1.8,4.43,7.97e-12,1.43e-10,"chr4_150784318_150785199"
"chr18",58863633,58865287,1655,"*",8.88,8.38,9.25,-0.87,7.97e-12,1.43e-10,"chr18_58863633_58865287"
"chr2",106867452,106868744,1293,"*",6.08,4.32,6.86,-2.54,7.98e-12,1.43e-10,"chr2_106867452_106868744"
"chr4",113064284,113064674,391,"*",5.78,6.6,3.61,2.99,8e-12,1.43e-10,"chr4_113064284_113064674"
"chr6",44472072,44473011,940,"*",5.55,6.42,3.01,3.41,8e-12,1.43e-10,"chr6_44472072_44473011"
"chr3",94544209,94545153,945,"*",5.25,1.7,6.18,-4.48,8.01e-12,1.44e-10,"chr3_94544209_94545153"
"chr6",24400174,24401126,953,"*",7.12,7.75,5.99,1.76,8.03e-12,1.44e-10,"chr6_24400174_24401126"
"chr3",140777756,140778136,381,"*",5.28,1.38,6.24,-4.86,8.04e-12,1.44e-10,"chr3_140777756_140778136"
"chr6",134850774,134851467,694,"*",5.29,6.23,1.8,4.43,8.04e-12,1.44e-10,"chr6_134850774_134851467"
"chr14",23024541,23025817,1277,"*",6.39,7.11,4.91,2.2,8.06e-12,1.44e-10,"chr14_23024541_23025817"
"chrX",47707071,47707886,816,"*",5.24,1.63,6.18,-4.55,8.08e-12,1.45e-10,"chrX_47707071_47707886"
"chr15",78339787,78341810,2024,"*",6.98,7.6,5.85,1.75,8.11e-12,1.45e-10,"chr15_78339787_78341810"
"chr8",47669117,47669684,568,"*",5.69,3.51,6.52,-3.01,8.12e-12,1.45e-10,"chr8_47669117_47669684"
"chr14",50846394,50847213,820,"*",5.27,0.93,6.24,-5.31,8.18e-12,1.47e-10,"chr14_50846394_50847213"
"chr5",160359768,160360665,898,"*",5.88,6.67,3.98,2.69,8.18e-12,1.47e-10,"chr5_160359768_160360665"
"chr17",44987172,44988741,1570,"*",7.29,7.85,6.35,1.49,8.21e-12,1.47e-10,"chr17_44987172_44988741"
"chr8",139260636,139261729,1094,"*",6.42,2.47,7.37,-4.9,8.22e-12,1.47e-10,"chr8_139260636_139261729"
"chr6",7418241,7418826,586,"*",5.68,3.54,6.51,-2.97,8.23e-12,1.47e-10,"chr6_7418241_7418826"
"chr12",45273756,45274280,525,"*",5.58,3.23,6.43,-3.2,8.26e-12,1.48e-10,"chr12_45273756_45274280"
"chr5",158313117,158314555,1439,"*",6.33,7.05,4.83,2.22,8.27e-12,1.48e-10,"chr5_158313117_158314555"
"chr9",120403061,120403758,698,"*",5.36,2.45,6.26,-3.82,8.28e-12,1.48e-10,"chr9_120403061_120403758"
"chr1",206657995,206659355,1361,"*",6.84,7.48,5.65,1.84,8.31e-12,1.49e-10,"chr1_206657995_206659355"
"chr4",7860891,7862218,1328,"*",5.43,6.32,2.65,3.68,8.32e-12,1.49e-10,"chr4_7860891_7862218"
"chr4",100427847,100428546,700,"*",5.4,2.56,6.3,-3.73,8.33e-12,1.49e-10,"chr4_100427847_100428546"
"chr17",39659426,39660081,656,"*",5.54,3.15,6.39,-3.25,8.35e-12,1.5e-10,"chr17_39659426_39660081"
