"Chick_ENSEMBL","Human_Entrezid","Human_Symbol","Chick_Symbol","Chick_Entrezid","TF_Status"
"ENSGALG00000041494",2804,"GOLGB1","GOLGB1",426868,"No"
"ENSGALG00000041500",NA,NA,"NA",NA,"No"
"ENSGALG00000041501",205147,"AMER3","AMER3",100859787,"No"
"ENSGALG00000041502",NA,NA,"NA",NA,"No"
"ENSGALG00000041504",NA,NA,"NA",NA,"No"
"ENSGALG00000041505",84726,"PRRC2B","PRRC2B",417177,"No"
"ENSGALG00000041510",50506,"DUOX2","DUOX1",427482,"No"
"ENSGALG00000041511",NA,NA,"NA",NA,"No"
"ENSGALG00000041512",63905,"MANBAL","LOC101748144",101748144,"No"
"ENSGALG00000041514",90835,"CCDC189","CCDC189",101750428,"No"
"ENSGALG00000041520",55702,"YJU2","NULL",NA,"No"
"ENSGALG00000041522",23529,"CLCF1","CLCF1",100858060,"No"
"ENSGALG00000041524",NA,NA,"NA",NA,"No"
"ENSGALG00000041528",91289,"LMF2","LMF2",429380,"No"
"ENSGALG00000041533",4891,"SLC11A2","SLC11A2",751817,"No"
"ENSGALG00000041541",NA,NA,"NA",NA,"No"
"ENSGALG00000041547",55802,"DCP1A","DCP1A",415992,"No"
"ENSGALG00000041553",NA,NA,"NA",NA,"No"
"ENSGALG00000041555",1277,"COL1A1","COL1A1",395532,"No"
"ENSGALG00000041556",23131,"GPATCH8","GPATCH8",426522,"No"
"ENSGALG00000041558",90957,"DHX57","NULL",NA,"No"
"ENSGALG00000041560",57731,"AC020929.1","NULL",NA,"No"
"ENSGALG00000041563",285175,"UNC80","UNC80",424003,"No"
"ENSGALG00000041564",10905,"MAN1A2","MAN1A2",418265,"No"
"ENSGALG00000041565",283638,"CEP170B","NULL",NA,"No"
"ENSGALG00000041568",23080,"AVL9","AVL9",420750,"No"
"ENSGALG00000041572",NA,NA,"NA",NA,"No"
"ENSGALG00000041573",54928,"IMPAD1","IMPAD1",421132,"No"
"ENSGALG00000041575",81706,"PPP1R14C","PPP1R14C",421630,"No"
"ENSGALG00000041577",3676,"ITGA4","ITGA4",424121,"No"
"ENSGALG00000041592",6601,"SMARCC2","SMARCC2",101747634,"Transcription Factor"
"ENSGALG00000041604",23467,"NPTXR","NPTXR",427902,"No"
"ENSGALG00000041611",NA,NA,"NA",NA,"No"
"ENSGALG00000041612",NA,NA,"NA",NA,"No"
"ENSGALG00000041613",55027,"HEATR3","HEATR3",415734,"No"
"ENSGALG00000041616",64207,"IRF2BPL","C5H14orf4",429422,"No"
"ENSGALG00000041618",NA,NA,"NA",NA,"No"
"ENSGALG00000041619",136319,"MTPN","MTPN",395702,"No"
"ENSGALG00000041621",4061,"LY6E","LY6E",395550,"No"
"ENSGALG00000041622",NA,NA,"NA",NA,"No"
"ENSGALG00000041624",NA,NA,"NA",NA,"No"
"ENSGALG00000041625",23658,"LSM5","LSM5",420751,"No"
"ENSGALG00000041626",4211,"MEIS1","MEIS1",395589,"Transcription Factor"
"ENSGALG00000041630",NA,NA,"NA",396207,"Transcription Factor"
"ENSGALG00000041634",NA,NA,"NA",NA,"No"
"ENSGALG00000041635",NA,NA,"NA",NA,"No"
"ENSGALG00000041640",7291,"TWIST1","TWIST1",395491,"Transcription Factor"
"ENSGALG00000041641",10363,"HMG20A","HMG20A",415346,"Transcription Factor"
"ENSGALG00000041643",4782,"NFIC","NFIC",396208,"Transcription Factor"
"ENSGALG00000041644",23250,"ATP11A","ATP11A",418749,"No"
"ENSGALG00000041650",1849,"DUSP7","DUSP7",415891,"No"
"ENSGALG00000041659",NA,NA,"NA",100858363,"Transcription Factor"
"ENSGALG00000041661",NA,NA,"NA",NA,"No"
"ENSGALG00000041662",NA,NA,"NA",NA,"No"
"ENSGALG00000041663",152831,"KLB","KLB",425467,"No"
"ENSGALG00000041666",NA,"AC012488.2","ASNSD1",423983,"No"
"ENSGALG00000041666",54529,"ASNSD1","ASNSD1",423983,"No"
"ENSGALG00000041676",8260,"NAA10","LOC107049486",107049486,"No"
"ENSGALG00000041680",343450,"KCNT2","KCNT2",429058,"No"
"ENSGALG00000041684",84085,"FBXO30","FBXO30",421612,"No"
"ENSGALG00000041685",823,"CAPN1","CAPN1",693249,"No"
"ENSGALG00000041687",6721,"SREBF2","SREBF2",395304,"Transcription Factor"
"ENSGALG00000041688",NA,NA,"NA",NA,"No"
"ENSGALG00000041690",NA,NA,"NA",NA,"No"
"ENSGALG00000041693",NA,NA,"NA",NA,"No"
"ENSGALG00000041700",2773,"GNAI3","GNAI3",374097,"No"
"ENSGALG00000041706",51306,"FAM13B","FAM13B",416297,"No"
"ENSGALG00000041708",54361,"WNT4","WNT4",395561,"No"
"ENSGALG00000041709",NA,NA,"NA",NA,"No"
"ENSGALG00000041717",51274,"KLF3","KLF3",429811,"Transcription Factor"
"ENSGALG00000041718",NA,NA,"NA",NA,"No"
"ENSGALG00000041722",6804,"STX1A","STX1A",100857565,"No"
"ENSGALG00000041730",2843,"GPR20","GPR20",428381,"No"
"ENSGALG00000041731",23473,"CAPN7","CAPN7",420683,"No"
"ENSGALG00000041732",140688,"NOL4L","C20H20ORF112",771902,"No"
"ENSGALG00000041736",56884,"FSTL5","FSTL5",428726,"No"
"ENSGALG00000041737",NA,NA,"NA",NA,"No"
"ENSGALG00000041744",150677,"OTOS","OTOS",100858447,"No"
"ENSGALG00000041746",153527,"ZMAT2","ZMAT2",427602,"No"
"ENSGALG00000041748",84985,"FAM83A","FAM83A",770521,"No"
"ENSGALG00000041750",56999,"ADAMTS9","ADAMTS9",416080,"No"
"ENSGALG00000041752",388611,"CD164L2","CD164L2",101748332,"No"
"ENSGALG00000041754",23138,"N4BP3","N4BP3",431542,"No"
"ENSGALG00000041755",NA,NA,"NA",NA,"No"
"ENSGALG00000041760",8218,"CLTCL1","CLTCL1",416765,"No"
"ENSGALG00000041762",6786,"STIM1","STIM1",419082,"No"
"ENSGALG00000041763",56985,"ADPRM","ADPRM",768578,"No"
"ENSGALG00000041764",222008,"VSTM2A","VSTM2A",420951,"No"
"ENSGALG00000041766",9929,"JOSD1","JOSD1",418023,"No"
"ENSGALG00000041768",NA,NA,"NA",NA,"No"
"ENSGALG00000041774",9633,"TESMIN","TESMIN",768517,"No"
"ENSGALG00000041775",2103,"ESRRB","ESRRB",771938,"Transcription Factor"
"ENSGALG00000041778",NA,NA,"NA",NA,"No"
"ENSGALG00000041779",NA,NA,"NA",NA,"No"
"ENSGALG00000041782",NA,NA,"NA",NA,"No"
"ENSGALG00000041783",55266,"TMEM19","TMEM19",417856,"No"
"ENSGALG00000041787",23659,"PLA2G15","PLA2G15",768530,"No"
"ENSGALG00000041790",23034,"SAMD4A","SAMD4A",423559,"No"
"ENSGALG00000041791",1804,"DPP6","DPP6",420440,"No"
"ENSGALG00000041792",64771,"ILRUN","C26H6orf106",419902,"No"
"ENSGALG00000041794",NA,NA,"NA",NA,"No"
"ENSGALG00000041795",11059,"WWP1","WWP1",420212,"No"
"ENSGALG00000041797",10067,"SCAMP3","SCAMP3",101749097,"No"
"ENSGALG00000041800",9340,"GLP2R","GLP2R",427787,"No"
"ENSGALG00000041802",NA,"AC005697.1","LYRM9",101750365,"No"
"ENSGALG00000041802",201229,"LYRM9","LYRM9",101750365,"No"
"ENSGALG00000041808",55107,"ANO1","ANO1",423144,"No"
"ENSGALG00000041812",539,"ATP5PO","ATP5O",418508,"No"
"ENSGALG00000041812",NA,"AP000311.1","ATP5O",418508,"No"
"ENSGALG00000041814",79659,"DYNC2H1","DYNC2H1",418979,"No"
"ENSGALG00000041820",387129,"NPSR1","NPSR1",428462,"No"
"ENSGALG00000041821",80018,"NAA25","NAA25",416883,"No"
"ENSGALG00000041822",27006,"FGF22","FGF22",100858338,"No"
"ENSGALG00000041823",9463,"PICK1","PICK1",418030,"No"
"ENSGALG00000041826",6277,"S100A6","S100A6",373951,"No"
"ENSGALG00000041830",NA,NA,"NA",NA,"No"
"ENSGALG00000041833",NA,NA,"NA",NA,"No"
"ENSGALG00000041834",165,"AEBP1","AEBP1",100859431,"No"
"ENSGALG00000041838",NA,NA,"NA",NA,"No"
"ENSGALG00000041844",51009,"DERL2","DERL2",417498,"No"
"ENSGALG00000041845",55657,"ZNF692","ZNF692",427095,"Transcription Factor"
"ENSGALG00000041847",NA,NA,"NA",NA,"No"
"ENSGALG00000041854",27146,"FAM184B","FAM184B",100859145,"No"
"ENSGALG00000041857",55854,"ZC3H15","ZC3H15",423992,"No"
"ENSGALG00000041858",NA,NA,"NA",NA,"No"
"ENSGALG00000041861",79600,"TCTN1","TCTN1",416870,"No"
"ENSGALG00000041863",28998,"MRPL13","MRPL13",420356,"No"
"ENSGALG00000041867",NA,"AP000295.1","IFNAR2",395664,"No"
"ENSGALG00000041867",3455,"IFNAR2","IFNAR2",395664,"No"
"ENSGALG00000041873",55669,"MFN1","MFN1",424973,"No"
"ENSGALG00000041878",362,"AQP5","AQP5",431305,"No"
"ENSGALG00000041880",NA,NA,"NA",NA,"No"
"ENSGALG00000041882",83473,"KATNAL2","KATNAL2",416384,"No"
"ENSGALG00000041884",54842,"MFSD6","MFSD6",423978,"No"
"ENSGALG00000041888",NA,NA,"NA",NA,"No"
"ENSGALG00000041895",NA,NA,"NA",NA,"No"
"ENSGALG00000041896",64864,"RFX7","RFX7",431530,"No"
"ENSGALG00000041897",374887,"YJEFN3","YJEFN3",100857831,"No"
"ENSGALG00000041897",NA,"AC011448.1","YJEFN3",100857831,"No"
"ENSGALG00000041898",131583,"FAM43A","FAM43A",429145,"No"
"ENSGALG00000041900",1741,"DLG3","DLG3",428706,"No"
"ENSGALG00000041901",NA,NA,"NA",NA,"No"
"ENSGALG00000041906",NA,NA,"NA",NA,"No"
"ENSGALG00000041907",8851,"CDK5R1","CDK5R1",107055275,"No"
"ENSGALG00000041909",8608,"RDH16","RDH16",776432,"No"
"ENSGALG00000041911",22848,"AAK1","AAK1",419512,"No"
"ENSGALG00000041914",25798,"BRI3","BRI3",427655,"No"
"ENSGALG00000041918",57094,"CPA6","CPA6",420171,"No"
"ENSGALG00000041921",80157,"CWH43","CWH43",422763,"No"
"ENSGALG00000041922",NA,NA,"NA",NA,"No"
"ENSGALG00000041923",9700,"ESPL1","ESPL1",425536,"No"
"ENSGALG00000041924",5204,"PFDN5","PFDN5",100859376,"No"
"ENSGALG00000041926",10614,"HEXIM1","NULL",NA,"No"
"ENSGALG00000041927",8326,"FZD9","FZD9",373886,"No"
"ENSGALG00000041932",6528,"SLC5A5","SLC5A5",431544,"No"
"ENSGALG00000041934",7064,"THOP1","THOP1",426398,"No"
"ENSGALG00000041938",101928601,"MEI4","NULL",NA,"No"
"ENSGALG00000041939",55731,"FAM222B","FAM222B",417578,"No"
"ENSGALG00000041948",NA,NA,"NA",NA,"No"
"ENSGALG00000041949",28971,"AAMDC","AAMDC",425610,"No"
"ENSGALG00000041950",NA,NA,"NA",NA,"No"
"ENSGALG00000041951",NA,NA,"NA",NA,"No"
"ENSGALG00000041953",22992,"KDM2A","KDM2A",425999,"No"
"ENSGALG00000041955",115399,"LRRC56","LRRC56",771467,"No"
"ENSGALG00000041959",NA,NA,"NA",NA,"No"
"ENSGALG00000041960",NA,NA,"NA",NA,"No"
"ENSGALG00000041961",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000041961",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000041962",29954,"POMT2","POMT2",423373,"No"
"ENSGALG00000041965",55586,"MIOX","MIOX",107052518,"No"
"ENSGALG00000041969",9788,"MTSS1","MTSS1",420336,"No"
"ENSGALG00000041972",10775,"POP4","POP4",768362,"No"
"ENSGALG00000041973",NA,"AC117378.1","PRIM1",426646,"No"
"ENSGALG00000041973",5557,"PRIM1","PRIM1",426646,"No"
"ENSGALG00000041977",79589,"RNF128","RNF128",422382,"No"
"ENSGALG00000041978",NA,NA,"NA",NA,"No"
"ENSGALG00000041981",80758,"PRR7","PRR7",107054513,"No"
"ENSGALG00000041988",102724428,"SIK1B","SIK1",395417,"No"
"ENSGALG00000041988",150094,"SIK1","SIK1",395417,"No"
"ENSGALG00000041989",54700,"RRN3","RRN3",416414,"No"
"ENSGALG00000041993",7358,"UGDH","UGDH",422792,"No"
"ENSGALG00000041996",NA,NA,"NA",NA,"No"
"ENSGALG00000042001",NA,NA,"NA",NA,"No"
"ENSGALG00000042003",11211,"FZD10","FZD10",373885,"No"
"ENSGALG00000042005",NA,NA,"NA",NA,"No"
"ENSGALG00000042008",2947,"GSTM3","LOC107050492",107050492,"No"
"ENSGALG00000042009",3161,"HMMR","HMMR",416163,"No"
"ENSGALG00000042011",144983,"HNRNPA1L2","HNRNPA1",424136,"No"
"ENSGALG00000042011",3178,"HNRNPA1","HNRNPA1",424136,"No"
"ENSGALG00000042011",NA,"HNRNPA1P48","HNRNPA1",424136,"No"
"ENSGALG00000042016",60673,"ATG101","ATG101",100859845,"No"
"ENSGALG00000042020",NA,NA,"NA",NA,"No"
"ENSGALG00000042022",644070,"GSG1L2","GSG1L2",768455,"No"
"ENSGALG00000042023",NA,NA,"NA",NA,"No"
"ENSGALG00000042029",619189,"SERINC4","SERINC4",430755,"No"
"ENSGALG00000042030",283208,"P4HA3","P4HA3",419057,"No"
"ENSGALG00000042032",NA,NA,"NA",NA,"No"
"ENSGALG00000042045",79191,"IRX3","NULL",107054273,"Transcription Factor"
"ENSGALG00000042051",29072,"SETD2","SETD2",420404,"No"
"ENSGALG00000042052",23759,"PPIL2","PPIL2",416775,"No"
"ENSGALG00000042055",6256,"RXRA","RXRA",417143,"Transcription Factor"
"ENSGALG00000042056",NA,NA,"NA",NA,"No"
"ENSGALG00000042062",NA,NA,"NA",396546,"Transcription Factor"
"ENSGALG00000042063",54749,"EPDR1","EPDR1",420731,"No"
"ENSGALG00000042067",10252,"SPRY1","SPRY1",395583,"No"
"ENSGALG00000042071",55275,"VPS53","VPS53",417622,"No"
"ENSGALG00000042073",NA,NA,"NA",NA,"No"
"ENSGALG00000042075",NA,NA,"NA",NA,"No"
"ENSGALG00000042077",3090,"HIC1","HIC1",396164,"Transcription Factor"
"ENSGALG00000042079",4811,"NID1","NID1",395531,"No"
"ENSGALG00000042080",54858,"PGPEP1","PGPEP1",420127,"No"
"ENSGALG00000042082",4342,"MOS","MOS",428537,"No"
"ENSGALG00000042086",NA,NA,"NA",NA,"No"
"ENSGALG00000042088",55102,"ATG2B","ATG2A",423441,"No"
"ENSGALG00000042095",NA,NA,"NA",395439,"Transcription Factor"
"ENSGALG00000042096",NA,NA,"NA",NA,"No"
"ENSGALG00000042099",NA,NA,"NA",NA,"No"
"ENSGALG00000042103",387763,"C11orf96","C5H11ORF96",770209,"No"
"ENSGALG00000042105",5330,"PLCB2","PLCB2",423014,"No"
"ENSGALG00000042112",1977,"EIF4E","EIF4E",422703,"No"
"ENSGALG00000042116",10690,"FUT9","FUT9",771133,"No"
"ENSGALG00000042119",4284,"MIP","MIP",374124,"No"
"ENSGALG00000042122",113251,"LARP4","LARP4",426876,"No"
"ENSGALG00000042123",137075,"CLDN23","CLDN23",428756,"No"
"ENSGALG00000042125",163,"AP2B1","AP2B1",417525,"No"
"ENSGALG00000042128",NA,NA,"NA",NA,"No"
"ENSGALG00000042129",NA,NA,"NA",NA,"No"
"ENSGALG00000042132",57794,"SUGP1","SUGP1",428349,"No"
"ENSGALG00000042134",63895,"PIEZO2","PIEZO2",421052,"No"
"ENSGALG00000042137",2005,"ELK4","ELK4",419832,"Transcription Factor"
"ENSGALG00000042148",2289,"FKBP5","FKBP5",421186,"No"
"ENSGALG00000042150",NA,NA,"NA",NA,"No"
"ENSGALG00000042151",NA,NA,"NA",NA,"No"
"ENSGALG00000042153",NA,NA,"NA",NA,"No"
"ENSGALG00000042159",22865,"SLITRK3","LOC107054133",107054133,"No"
"ENSGALG00000042165",NA,NA,"NA",NA,"No"
"ENSGALG00000042168",NA,NA,"NA",NA,"No"
"ENSGALG00000042177",11318,"GPR182","GPR182",100858910,"No"
"ENSGALG00000042181",23259,"DDHD2","DDHD2",426777,"No"
"ENSGALG00000042182",55074,"OXR1","OXR1",420270,"No"
"ENSGALG00000042184",8659,"ALDH4A1","ALDH4A1",419467,"No"
"ENSGALG00000042193",NA,NA,"NA",NA,"No"
"ENSGALG00000042197",84128,"WDR75","WDR75",423985,"No"
"ENSGALG00000042199",57468,"SLC12A5","SLC12A5",777252,"No"
"ENSGALG00000042201",7158,"TP53BP1","TP53BP1",415589,"No"
"ENSGALG00000042203",NA,NA,"NA",NA,"No"
"ENSGALG00000042210",10244,"RABEPK","RABEPK",772357,"No"
"ENSGALG00000042213",162,"AP1B1","AP1B1",417021,"No"
"ENSGALG00000042214",56893,"UBQLN4","UBQLN4",426353,"No"
"ENSGALG00000042215",80233,"FAAP100","FAAP100",100049617,"No"
"ENSGALG00000042220",58497,"PRUNE1","PRUNE1",427053,"No"
"ENSGALG00000042222",NA,NA,"NA",NA,"No"
"ENSGALG00000042227",NA,NA,"NA",NA,"No"
"ENSGALG00000042228",151647,"TAFA4","FAM19A4",771511,"No"
"ENSGALG00000042232",389362,"PSMG4","PSMG4",420882,"No"
"ENSGALG00000042238",NA,NA,"NA",NA,"No"
"ENSGALG00000042241",2636,"GBX1","GBX1",395377,"Transcription Factor"
"ENSGALG00000042242",4715,"NDUFB9","NDUFB9",420337,"No"
"ENSGALG00000042244",NA,NA,"NA",NA,"No"
"ENSGALG00000042246",NA,"AC011462.1","BCKDHA",374210,"No"
"ENSGALG00000042246",593,"BCKDHA","BCKDHA",374210,"No"
"ENSGALG00000042254",9188,"DDX21","LOC423693",423693,"No"
"ENSGALG00000042256",388394,"RPRML","RPRML",112529959,"No"
"ENSGALG00000042257",4620,"MYH2","MYH1F",768566,"No"
"ENSGALG00000042259",1793,"DOCK1","DOCK1",423960,"No"
"ENSGALG00000042265",NA,NA,"NA",NA,"No"
"ENSGALG00000042269",84190,"METTL25","METTL25",417879,"No"
"ENSGALG00000042275",NA,NA,"NA",NA,"No"
"ENSGALG00000042279",NA,NA,"NA",NA,"No"
"ENSGALG00000042288",NA,NA,"NA",NA,"No"
"ENSGALG00000042289",26032,"SUSD5","SUSD5",420721,"No"
"ENSGALG00000042293",NA,NA,"NA",NA,"No"
"ENSGALG00000042297",338692,"ANKRD13D","SSH3",101752044,"No"
"ENSGALG00000042297",338692,"ANKRD13D","ANKRD13D",107049270,"No"
"ENSGALG00000042308",7976,"FZD3","FZD3",395572,"No"
"ENSGALG00000042309",91612,"CHURC1","CHURC1",395448,"No"
"ENSGALG00000042313",NA,NA,"NA",NA,"No"
"ENSGALG00000042318",NA,NA,"NA",NA,"No"
"ENSGALG00000042320",2960,"GTF2E1","GTF2E1",418328,"No"
"ENSGALG00000042321",4067,"LYN","LYN",421127,"No"
"ENSGALG00000042322",79903,"NAA60","NULL",NA,"No"
"ENSGALG00000042325",25792,"CIZ1","CIZ1",417216,"No"
"ENSGALG00000042330",NA,NA,"NA",NA,"No"
"ENSGALG00000042333",1642,"DDB1","DDB1",374050,"No"
"ENSGALG00000042334",NA,NA,"NA",NA,"No"
"ENSGALG00000042336",NA,NA,"NA",NA,"No"
"ENSGALG00000042338",NA,NA,"NA",NA,"No"
"ENSGALG00000042339",90627,"STARD13","NULL",NA,"No"
"ENSGALG00000042340",2965,"GTF2H1","GTF2H1",423081,"No"
"ENSGALG00000042351",146850,"PIK3R6","PIK3R6",769202,"No"
"ENSGALG00000042354",80243,"PREX2","PREX2",420172,"No"
"ENSGALG00000042356",10272,"FSTL3","FSTL3",770427,"No"
"ENSGALG00000042357",392,"ARHGAP1","ARHGAP1",428865,"No"
"ENSGALG00000042358",26530,"OR12D1","NULL",NA,"No"
"ENSGALG00000042358",26529,"OR12D2","NULL",NA,"No"
"ENSGALG00000042360",23650,"TRIM29","TRIM29",419754,"No"
"ENSGALG00000042365",29775,"CARD10","CARD10",418041,"No"
"ENSGALG00000042371",55129,"ANO10","ANO10",420674,"No"
"ENSGALG00000042372",NA,NA,"NA",NA,"No"
"ENSGALG00000042374",50940,"PDE11A","PDE11A",424133,"No"
"ENSGALG00000042375",9401,"RECQL4","LOC101748706",101748706,"No"
"ENSGALG00000042376",NA,NA,"NA",NA,"No"
"ENSGALG00000042383",NA,NA,"NA",NA,"No"
"ENSGALG00000042387",78987,"CRELD1","CRELD1",100858613,"No"
"ENSGALG00000042388",3908,"LAMA2","NULL",NA,"No"
"ENSGALG00000042389",2019,"EN1","EN1",771008,"Transcription Factor"
"ENSGALG00000042392",NA,NA,"NA",NA,"No"
"ENSGALG00000042396",10723,"SLC12A7","SLC12A7",420797,"No"
"ENSGALG00000042400",8573,"CASK","CASK",418565,"No"
"ENSGALG00000042411",51313,"GASK1B","FAM198B",422413,"No"
"ENSGALG00000042415",583,"BBS2","BBS2",415694,"No"
"ENSGALG00000042418",NA,NA,"NA",NA,"No"
"ENSGALG00000042419",79734,"KCTD17","KCTD17",418047,"No"
"ENSGALG00000042422",2735,"GLI1","GLI1",396045,"Transcription Factor"
"ENSGALG00000042423",9812,"DELE1","NULL",NA,"No"
"ENSGALG00000042431",NA,NA,"NA",NA,"No"
"ENSGALG00000042439",NA,NA,"NA",NA,"No"
"ENSGALG00000042443",NA,NA,"NA",NA,"No"
"ENSGALG00000042446",54988,"ACSM5","ACSM5",426992,"No"
"ENSGALG00000042449",387836,"CLEC2A","LOC769366",769366,"No"
"ENSGALG00000042449",51266,"CLEC1B","LOC769366",769366,"No"
"ENSGALG00000042449",387837,"CLEC12B","LOC769366",769366,"No"
"ENSGALG00000042449",3821,"KLRC1","LOC769366",769366,"No"
"ENSGALG00000042449",100431172,"KLRF2","LOC769366",769366,"No"
"ENSGALG00000042449",3823,"KLRC3","LOC769366",769366,"No"
"ENSGALG00000042449",3824,"KLRD1","LOC769366",769366,"No"
"ENSGALG00000042449",NA,"AC068775.1","LOC769366",769366,"No"
"ENSGALG00000042449",NA,"KLRC4-KLRK1","LOC769366",769366,"No"
"ENSGALG00000042449",8302,"KLRC4","LOC769366",769366,"No"
"ENSGALG00000042449",4973,"OLR1","LOC769366",769366,"No"
"ENSGALG00000042449",51267,"CLEC1A","LOC769366",769366,"No"
"ENSGALG00000042449",3822,"KLRC2","LOC769366",769366,"No"
"ENSGALG00000042449",9976,"CLEC2B","LOC769366",769366,"No"
"ENSGALG00000042449",346689,"KLRG2","LOC769366",769366,"No"
"ENSGALG00000042452",NA,NA,"NA",NA,"No"
"ENSGALG00000042453",NA,NA,"NA",NA,"No"
"ENSGALG00000042454",51473,"DCDC2","DCDC2",420821,"No"
"ENSGALG00000042458",87,"ACTN1","ACTN1",373918,"No"
"ENSGALG00000042460",2356,"FPGS","FPGS",417227,"No"
"ENSGALG00000042462",NA,NA,"NA",NA,"No"
"ENSGALG00000042469",5591,"PRKDC","PRKDC",395376,"No"
"ENSGALG00000042471",3559,"IL2RA","IL2RA",395294,"No"
"ENSGALG00000042474",NA,NA,"NA",NA,"No"
"ENSGALG00000042476",374618,"TEX9","TEX9",425342,"No"
"ENSGALG00000042478",NA,NA,"NA",NA,"No"
"ENSGALG00000042479",NA,NA,"NA",NA,"No"
"ENSGALG00000042481",10667,"FARS2","FARS2",428482,"No"
"ENSGALG00000042482",5869,"RAB5B","RAB5B",100529061,"No"
"ENSGALG00000042483",NA,NA,"NA",NA,"No"
"ENSGALG00000042484",NA,NA,"NA",NA,"No"
"ENSGALG00000042485",65979,"PHACTR4","NULL",NA,"No"
"ENSGALG00000042488",NA,NA,"NA",NA,"No"
"ENSGALG00000042491",NA,NA,"NA",NA,"No"
"ENSGALG00000042492",NA,NA,"NA",395862,"Transcription Factor"
"ENSGALG00000042494",NA,NA,"NA",NA,"No"
"ENSGALG00000042500",2204,"FCAR","NULL",NA,"No"
"ENSGALG00000042500",3904,"LAIR2","NULL",NA,"No"
"ENSGALG00000042501",406906,"MIR122","MIR122-2",777884,"No"
"ENSGALG00000042503",23640,"HSPBP1","HSPBP1",100858988,"No"
"ENSGALG00000042505",92126,"DSEL","DSEL",421028,"No"
"ENSGALG00000042511",91461,"PKDCC","PKDCCA",421390,"No"
"ENSGALG00000042521",4356,"MPP3","MPP3",419985,"No"
"ENSGALG00000042522",55625,"ZDHHC7","ZDHHC7",415821,"No"
"ENSGALG00000042524",NA,NA,"NA",NA,"No"
"ENSGALG00000042528",NA,NA,"NA",NA,"No"
"ENSGALG00000042533",9256,"TSPOAP1","TSPOAP1",417469,"No"
"ENSGALG00000042534",4772,"NFATC1","NFATC1",420815,"Transcription Factor"
"ENSGALG00000042538",10458,"BAIAP2","BAIAP2",422077,"No"
"ENSGALG00000042548",23639,"LRRC6","LRRC6",420324,"No"
"ENSGALG00000042551",NA,NA,"NA",NA,"No"
"ENSGALG00000042552",7082,"TJP1","TJP1",415388,"No"
"ENSGALG00000042553",5912,"RAP2B","NULL",NA,"No"
"ENSGALG00000042554",225,"ABCD2","ABCD2",417694,"No"
"ENSGALG00000042555",10617,"STAMBP","STAMBP",771090,"No"
"ENSGALG00000042557",NA,NA,"NA",NA,"No"
"ENSGALG00000042564",10422,"UBAC1","UBAC1",427754,"No"
"ENSGALG00000042565",NA,NA,"NA",NA,"No"
"ENSGALG00000042570",23281,"MTUS2","NULL",NA,"No"
"ENSGALG00000042572",26515,"TIMM10B","TIMM10B",107052461,"No"
"ENSGALG00000042572",NA,"AC084337.2","TIMM10B",107052461,"No"
"ENSGALG00000042575",NA,NA,"NA",NA,"No"
"ENSGALG00000042576",NA,NA,"NA",NA,"No"
"ENSGALG00000042577",55779,"CFAP44","CFAP44",418359,"No"
"ENSGALG00000042584",441061,"MARCHF11","MARCH11",420914,"No"
"ENSGALG00000042587",NA,NA,"NA",NA,"No"
"ENSGALG00000042588",NA,NA,"NA",NA,"No"
"ENSGALG00000042589",56900,"TMEM167B","TMEM167B",771123,"No"
"ENSGALG00000042598",9698,"PUM1","PUM1",419554,"No"
"ENSGALG00000042599",169200,"TMEM64","TMEM64",770964,"No"
"ENSGALG00000042604",170302,"ARX","ARX",107057587,"Transcription Factor"
"ENSGALG00000042606",NA,NA,"NA",NA,"No"
"ENSGALG00000042607",84870,"RSPO3","RSPO3",421715,"No"
"ENSGALG00000042611",3821,"KLRC1","LOC107049847",107049847,"No"
"ENSGALG00000042611",100431172,"KLRF2","LOC107049847",107049847,"No"
"ENSGALG00000042611",NA,"AC068775.1","LOC107049847",107049847,"No"
"ENSGALG00000042611",3823,"KLRC3","LOC107049847",107049847,"No"
"ENSGALG00000042611",346689,"KLRG2","LOC107049847",107049847,"No"
"ENSGALG00000042611",387836,"CLEC2A","LOC107049847",107049847,"No"
"ENSGALG00000042611",51266,"CLEC1B","LOC107049847",107049847,"No"
"ENSGALG00000042611",NA,"KLRC4-KLRK1","LOC107049847",107049847,"No"
"ENSGALG00000042611",3822,"KLRC2","LOC107049847",107049847,"No"
"ENSGALG00000042611",9976,"CLEC2B","LOC107049847",107049847,"No"
"ENSGALG00000042611",4973,"OLR1","LOC107049847",107049847,"No"
"ENSGALG00000042611",3824,"KLRD1","LOC107049847",107049847,"No"
"ENSGALG00000042611",8302,"KLRC4","LOC107049847",107049847,"No"
"ENSGALG00000042611",387837,"CLEC12B","LOC107049847",107049847,"No"
"ENSGALG00000042611",51267,"CLEC1A","LOC107049847",107049847,"No"
"ENSGALG00000042612",NA,NA,"NA",NA,"No"
"ENSGALG00000042613",NA,NA,"NA",NA,"No"
"ENSGALG00000042614",51594,"NBAS","NBAS",421947,"No"
"ENSGALG00000042617",NA,NA,"NA",NA,"No"
"ENSGALG00000042619",NA,NA,"NA",NA,"No"
"ENSGALG00000042621",3174,"HNF4G","HNF4G",428364,"Transcription Factor"
"ENSGALG00000042624",64793,"CEP85","CEP85",419547,"No"
